protein_id	node_id	component_id	sequence_length	length_stratum	level	truth_labels	predicted_label	state	library_match	saved_union_match	top50_match	siteguard_concordant	winner_source_row	winner_reference	winner_activity	winner_score	best_matching_score	top_score_tied_activity_rows	top_score_tied_labels	top_score_has_matching_label	first_matching_rrf_rank	top50_activity_rows	top50_reference_proteins	clean_concordant
Q04574	122084	25067	2412	GT_1022	EC_L3	"[""2.7.7"", ""3.4.22""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2192994	P89201	P89201::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	86	50	0
Q04574	122084	25067	2412	GT_1022	EC_L4	"[""2.7.7.48"", ""3.4.22.44""]"	2.7.7.48	CONCORDANT_TOP1	1	1	1	1	2192936	A4KZ49	A4KZ49::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	9	1	1	1.0	86	50	0
Q046D2	74361	185	1212	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2194100	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	61	50	1
Q046D2	74361	185	1212	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2194072	P68694	P68694::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	61	50	1
Q04C22	157737	185	1221	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2197904	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	64	50	1
Q04C22	157737	185	1221	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2197909	P68694	P68694::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	64	50	1
Q04E85	104375	185	1197	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2200020	P41558	P41558::RAW::RHEA-COMP:14527::1	0.6619718	0.6619718	1	1	1	1.0	61	50	1
Q04E85	104375	185	1197	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2199929	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	61	50	1
Q04IK6	81009	185	1203	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2202427	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	64	50	1
Q04IK6	81009	185	1203	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2202370	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	64	50	1
Q04PT6	73267	716	401	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	2206299	P47384	P47384::RAW::RHEA:19669::1	0.42351225	0.42351225	1	1	1	1.0	62	50	1
Q04PT6	73267	716	401	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	2206299	P47384	P47384::RAW::RHEA:19669::1	0.24014673	0.07447818	1	1	0	2.0	62	50	1
Q04QI9	175508	185	1226	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2206775	O27123	O27123::RAW::RHEA-COMP:14527::1	0.6619718	0.6619718	2	1	1	1.0	71	50	1
Q04QI9	175508	185	1226	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2206784	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	71	50	1
Q054E2	175508	185	1226	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2212435	O27123	O27123::RAW::RHEA-COMP:14527::1	0.6619718	0.6619718	2	1	1	1.0	71	50	1
Q054E2	175508	185	1226	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2212444	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	71	50	1
Q055E6	73267	716	401	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	2213591	P47384	P47384::RAW::RHEA:19669::1	0.42351225	0.42351225	1	1	1	1.0	62	50	1
Q055E6	73267	716	401	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	2213591	P47384	P47384::RAW::RHEA:19669::1	0.24014673	0.07447818	1	1	0	2.0	62	50	1
Q058E5	63020	185	1343	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2216250	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.9918033	0.9918033	1	1	1	1.0	67	50	1
Q058E5	63020	185	1343	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2216203	P09844	P09844::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	67	50	1
Q06518	67632	2545	1147	GT_1022	EC_L3	"[""1.14.13""]"	1.6.2	STRICT_SCORE_LOSS	1	1	1	0	2217461	Q7X7K8	Q7X7K8::RAW::RHEA-COMP:14627::1	0.44953153	0.062118992	1	1	0	4.0	74	50	1
Q06518	67632	2545	1147	GT_1022	EC_L4	"[""1.14.13.39""]"	1.6.2.4	NO_LIBRARY_SUPPORT	0	0	0	0	2217461	Q7X7K8	Q7X7K8::RAW::RHEA-COMP:14627::1	0.6543779		1	1	0		74	50	1
Q06FW9	17159	185	1079	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2217833	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	2	1	1	1.0	73	50	1
Q06FW9	17159	185	1079	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2217805	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	73	50	1
Q06GR8	74500	185	1070	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2218373	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	2	1	1	1.0	79	50	1
Q06GR8	74500	185	1070	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2218348	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	79	50	1
Q06H05	165259	185	1071	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2219019	P41558	P41558::RAW::RHEA-COMP:14527::1	0.6614786	0.6614786	1	1	1	1.0	62	50	1
Q06H05	165259	185	1071	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2218894	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	62	50	1
Q06J17	132876	185	1099	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2219166	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.44953153	0.44953153	8	1	1	1.0	59	50	1
Q06J17	132876	185	1099	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2219166	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	59	50	1
Q06RD9	117348	185	1064	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2219728	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.6619718	0.6619718	2	1	1	1.0	77	50	1
Q06RD9	117348	185	1064	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2219691	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	77	50	1
Q06SH3	150560	716	419	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	2220014	Q5KWZ3	Q5KWZ3::RAW::RHEA:19669::1	0.33533946	0.33533946	1	1	1	1.0	82	50	1
Q06SH3	150560	716	419	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	2220014	Q5KWZ3	Q5KWZ3::RAW::RHEA:19669::1	0.24014673	0.0060492335	1	1	0	1.0	82	50	1
Q07KK7	42890	185	1373	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2222539	P41558	P41558::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	72	50	1
Q07KK7	42890	185	1373	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2222478	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	72	50	1
Q089R1	26116	185	1343	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2232274	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	55	50	1
Q089R1	26116	185	1343	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2232214	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	55	50	1
Q09435	153649	846	1137	GT_1022	EC_L3	"[""4.6.1""]"	2.7.11	CALIBRATED_TIE_LOSS	1	1	1	0	2233921	O22558	O22558::RAW::RHEA-COMP:11060::2	0.44953153	0.44953153	6	2	1	1.0	74	50	1
Q09435	153649	846	1137	GT_1022	EC_L4	"[""4.6.1.2""]"	4.6.1.1	CALIBRATED_TIE_LOSS	1	1	1	0	2233955	P0A4Y1	P0A4Y1::RAW::RHEA:15389::1	0.24014673	0.24014673	11	2	1	1.0	74	50	1
Q09FW9	138097	185	1070	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2235331	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.6619718	0.6619718	2	1	1	1.0	66	50	1
Q09FW9	138097	185	1070	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2235392	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	66	50	1
Q09G54	78550	185	1070	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2235835	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.44953153	0.44953153	9	1	1	1.0	54	50	1
Q09G54	78550	185	1070	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2235835	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	54	50	1
Q09MI6	82011	185	1070	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2236429	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.6614786	0.6614786	2	1	1	1.0	61	50	1
Q09MI6	82011	185	1070	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2236405	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	61	50	1
Q09X25	31174	185	1070	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2236918	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	2	1	1	1.0	67	50	1
Q09X25	31174	185	1070	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2236917	B0R8D5	B0R8D5::RAW::RHEA-COMP:14527::1	0.82608694	0.82608694	3	1	1	1.0	67	50	1
Q0ABI2	169763	185	1355	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2241639	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.9775281	0.9775281	1	1	1	1.0	67	50	1
Q0ABI2	169763	185	1355	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2241533	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	67	50	1
Q0AF53	21023	185	1359	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2242962	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	67	50	1
Q0AF53	21023	185	1359	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2242880	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	67	50	1
Q0ANP3	87048	185	1357	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2248134	P41558	P41558::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	68	50	1
Q0ANP3	87048	185	1357	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2248089	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	68	50	1
Q0AUG3	172363	716	400	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	2251513	A5IYS0	A5IYS0::RAW::RHEA:19669::1	0.42351225	0.42351225	1	1	1	1.0	65	50	1
Q0AUG3	172363	716	400	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	2251513	A5IYS0	A5IYS0::RAW::RHEA:19669::1	0.24014673	0.045994636	1	1	0	2.0	65	50	1
Q0AUH2	111307	185	1107	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2251769	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	74	50	1
Q0AUH2	111307	185	1107	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2251693	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	0.9988036	0.9988036	1	1	1	1.0	74	50	1
Q0AUH8	138891	716	400	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	2251891	A5IYS0	A5IYS0::RAW::RHEA:19669::1	0.42351225	0.42351225	1	1	1	1.0	62	50	1
Q0AUH8	138891	716	400	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	2251891	A5IYS0	A5IYS0::RAW::RHEA:19669::1	0.24014673	0.030178975	1	1	0	1.0	62	50	1
Q0BJ54	90865	185	1368	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2258222	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	64	50	1
Q0BJ54	90865	185	1368	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2258123	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	64	50	1
Q0BKC5	134449	185	1358	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2258712	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	63	50	1
Q0BKC5	134449	185	1358	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2258719	P68694	P68694::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	63	50	1
Q0BUQ6	129303	185	1391	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2265235	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	2	1	1	1.0	67	50	1
Q0BUQ6	129303	185	1391	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2265218	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	67	50	1
Q0BYA7	93978	185	1378	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2267378	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	70	50	1
Q0BYA7	93978	185	1378	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2267408	Q5GRY9	Q5GRY9::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	1	1	1	1.0	70	50	1
Q0G9M7	116807	185	1070	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2272869	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.6619718	0.6619718	2	1	1	1.0	63	50	1
Q0G9M7	116807	185	1070	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2272868	B0R8D5	B0R8D5::RAW::RHEA-COMP:14527::1	0.82608694	0.82608694	4	1	1	1.0	63	50	1
Q0G9X0	40097	185	1070	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2273527	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	59	50	1
Q0G9X0	40097	185	1070	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2273335	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	59	50	1
Q0HNU4	29219	185	1345	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2278567	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	65	50	1
Q0HNU4	29219	185	1345	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2278461	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	65	50	1
Q0I0B2	29219	185	1345	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2283587	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	65	50	1
Q0I0B2	29219	185	1345	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2283481	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	65	50	1
Q0I5B7	106798	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2288126	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.6619718	0.6619718	1	1	1	1.0	71	50	1
Q0I5B7	106798	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2288030	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	71	50	1
Q0I7L7	87974	185	1097	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2289446	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	3	1	1	1.0	58	50	1
Q0I7L7	87974	185	1097	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2289417	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	58	50	1
Q0K606	44098	185	1368	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2293365	P09844	P09844::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	70	50	1
Q0K606	44098	185	1368	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2293322	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	70	50	1
Q0P3M6	2210	185	1088	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2297866	P41558	P41558::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	57	50	1
Q0P3M6	2210	185	1088	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2297749	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	57	50	1
Q0P3M7	149569	716	409	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	2298056	B7GKC4	B7GKC4::RAW::RHEA:19669::1	0.33533946	0.33533946	1	1	1	1.0	70	50	1
Q0P3M7	149569	716	409	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	2298056	B7GKC4	B7GKC4::RAW::RHEA:19669::1	0.24014673	0.03846154	1	1	0	2.0	70	50	1
Q0RRT0	125508	185	1141	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2303010	P41558	P41558::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	55	50	1
Q0RRT0	125508	185	1141	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2302934	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	5	1	1	1.0	55	50	1
Q0SFB3	45074	185	1168	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2306015	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	57	50	1
Q0SFB3	45074	185	1168	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2305980	O27124	O27124::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	57	50	1
Q0SNB8	37435	185	1155	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2309132	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	55	50	1
Q0SNB8	37435	185	1155	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2308974	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	55	50	1
Q0SQD6	90085	185	1234	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2310890	P41558	P41558::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	63	50	1
Q0SQD6	90085	185	1234	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2310894	P68694	P68694::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	63	50	1
Q0SY13	22291	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2314780	P41558	P41558::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	67	50	1
Q0SY13	22291	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2314732	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	67	50	1
Q0TA78	58052	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2320933	P41558	P41558::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	67	50	1
Q0TA78	58052	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2320886	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	67	50	1
Q0TMN8	175952	185	1234	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2327825	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	63	50	1
Q0TMN8	175952	185	1234	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2327829	P68694	P68694::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	63	50	1
Q0VSM2	185	185	1380	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2337603	P09844	P09844::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	68	50	1
Q0VSM2	185	185	1380	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2337559	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	68	50	1
Q0ZJ28	68132	185	1070	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	2340943	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	2	1	1	1.0	63	50	1
Q0ZJ28	68132	185	1070	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	2340942	B0R8D5	B0R8D5::RAW::RHEA-COMP:14527::1	0.82608694	0.82608694	4	1	1	1.0	63	50	1
Q10028	38127	846	1140	GT_1022	EC_L3	"[""4.6.1""]"	2.7.11	STRICT_SCORE_LOSS	1	1	1	0	2341273	O22558	O22558::RAW::RHEA-COMP:11060::2	0.44953153	0.4375446	3	2	0	1.0	72	50	1
