protein_id	level	budget	component_id	length_stratum	candidate_rows	candidate_labels	matching_candidate	raw_top_rows	raw_top_labels	calibrated_top_rows	calibrated_top_labels	raw_levels_in_calibrated_top	top_set_expanded	raw_winner_row	calibrated_winner_row	raw_winner_label	calibrated_winner_label	winner_row_changed	winner_label_changed	raw_concordant	calibrated_concordant	raw_only_concordant	calibrated_only_concordant	calibrated_tie_loss	raw_tie_loss	monotonicity_violations
P28273	EC_L4	ALL	11034	GT_1022	272	162	0	1	1	1	1	1	0	1963809	1963809	6.4.1.8	6.4.1.8	0	0	0	0	0	0	0	0	0
P28488	EC_L3	10	335	LE_1022	12	8	0	1	1	1	1	1	0	1964650	1964650	2.7.1	2.7.1	0	0	0	0	0	0	0	0	0
P28488	EC_L3	25	335	LE_1022	32	18	0	1	1	1	1	1	0	1964650	1964650	2.7.1	2.7.1	0	0	0	0	0	0	0	0	0
P28488	EC_L3	50	335	LE_1022	67	32	0	1	1	1	1	1	0	1964650	1964650	2.7.1	2.7.1	0	0	0	0	0	0	0	0	0
P28488	EC_L3	ALL	335	LE_1022	272	74	0	1	1	1	1	1	0	1964650	1964650	2.7.1	2.7.1	0	0	0	0	0	0	0	0	0
P28488	EC_L4	10	335	LE_1022	12	8	0	1	1	1	1	1	0	1964650	1964650	2.7.1.150	2.7.1.150	0	0	0	0	0	0	0	0	0
P28488	EC_L4	25	335	LE_1022	32	23	0	1	1	1	1	1	0	1964650	1964650	2.7.1.150	2.7.1.150	0	0	0	0	0	0	0	0	0
P28488	EC_L4	50	335	LE_1022	67	46	0	1	1	1	1	1	0	1964671	1964671	2.7.7.6	2.7.7.6	0	0	0	0	0	0	0	0	0
P28488	EC_L4	ALL	335	LE_1022	272	171	0	1	1	1	1	1	0	1964769	1964769	2.7.7.7	2.7.7.7	0	0	0	0	0	0	0	0	0
P29398	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	1967945	1967945	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P29398	EC_L3	25	185	GT_1022	32	10	1	1	1	1	1	1	0	1967945	1967945	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P29398	EC_L3	50	185	GT_1022	73	29	1	1	1	1	1	1	0	1967945	1967945	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P29398	EC_L3	ALL	185	GT_1022	213	78	1	1	1	1	1	1	0	1967945	1967945	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P29398	EC_L4	10	185	GT_1022	10	1	1	1	1	2	1	2	1	1967890	1967873	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P29398	EC_L4	25	185	GT_1022	32	11	1	1	1	2	1	2	1	1967890	1967873	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P29398	EC_L4	50	185	GT_1022	73	39	1	1	1	2	1	2	1	1967890	1967873	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P29398	EC_L4	ALL	185	GT_1022	213	140	1	1	1	2	1	2	1	1967890	1967873	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P29473	EC_L3	10	2545	GT_1022	12	6	1	1	1	1	1	1	0	1968016	1968016	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29473	EC_L3	25	2545	GT_1022	29	16	1	1	1	1	1	1	0	1968016	1968016	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29473	EC_L3	50	2545	GT_1022	73	31	1	1	1	1	1	1	0	1968016	1968016	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29473	EC_L3	ALL	2545	GT_1022	258	79	1	1	1	1	1	1	0	1968016	1968016	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29473	EC_L4	10	2545	GT_1022	12	7	0	1	1	1	1	1	0	1968016	1968016	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29473	EC_L4	25	2545	GT_1022	29	19	0	1	1	1	1	1	0	1968016	1968016	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29473	EC_L4	50	2545	GT_1022	73	41	0	1	1	1	1	1	0	1968016	1968016	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29473	EC_L4	ALL	2545	GT_1022	258	171	0	1	1	1	1	1	0	1968016	1968016	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29474	EC_L3	10	2545	GT_1022	12	6	1	1	1	1	1	1	0	1968460	1968460	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29474	EC_L3	25	2545	GT_1022	30	15	1	1	1	1	1	1	0	1968460	1968460	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29474	EC_L3	50	2545	GT_1022	66	32	1	1	1	1	1	1	0	1968460	1968460	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29474	EC_L3	ALL	2545	GT_1022	248	78	1	1	1	1	1	1	0	1968460	1968460	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29474	EC_L4	10	2545	GT_1022	12	7	0	1	1	1	1	1	0	1968460	1968460	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29474	EC_L4	25	2545	GT_1022	30	19	0	1	1	1	1	1	0	1968460	1968460	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29474	EC_L4	50	2545	GT_1022	66	44	0	1	1	1	1	1	0	1968460	1968460	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29474	EC_L4	ALL	2545	GT_1022	248	174	0	1	1	1	1	1	0	1968460	1968460	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29475	EC_L3	10	2545	GT_1022	12	6	1	1	1	1	1	1	0	1968686	1968686	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29475	EC_L3	25	2545	GT_1022	30	15	1	1	1	1	1	1	0	1968685	1968685	3.1.3	3.1.3	0	0	0	0	0	0	0	0	0
P29475	EC_L3	50	2545	GT_1022	72	30	1	1	1	1	1	1	0	1968685	1968685	3.1.3	3.1.3	0	0	0	0	0	0	0	0	0
P29475	EC_L3	ALL	2545	GT_1022	255	79	1	1	1	1	1	1	0	1968685	1968685	3.1.3	3.1.3	0	0	0	0	0	0	0	0	0
P29475	EC_L4	10	2545	GT_1022	12	7	0	1	1	1	1	1	0	1968686	1968686	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29475	EC_L4	25	2545	GT_1022	30	19	0	1	1	1	1	1	0	1968686	1968686	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29475	EC_L4	50	2545	GT_1022	72	45	0	1	1	1	1	1	0	1968686	1968686	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29475	EC_L4	ALL	2545	GT_1022	255	162	0	1	1	1	1	1	0	1968686	1968686	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29476	EC_L3	10	2545	GT_1022	12	6	1	1	1	1	1	1	0	1968948	1968948	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29476	EC_L3	25	2545	GT_1022	30	17	1	1	1	2	2	2	1	1968947	1968947	3.1.3	3.1.3	0	0	0	0	0	0	0	0	0
P29476	EC_L3	50	2545	GT_1022	76	33	1	1	1	2	2	2	1	1968947	1968947	3.1.3	3.1.3	0	0	0	0	0	0	0	0	0
P29476	EC_L3	ALL	2545	GT_1022	247	79	1	1	1	2	2	2	1	1968947	1968947	3.1.3	3.1.3	0	0	0	0	0	0	0	0	0
P29476	EC_L4	10	2545	GT_1022	12	7	0	1	1	1	1	1	0	1968948	1968948	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29476	EC_L4	25	2545	GT_1022	30	20	0	1	1	1	1	1	0	1968948	1968948	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29476	EC_L4	50	2545	GT_1022	76	44	0	1	1	1	1	1	0	1968948	1968948	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29476	EC_L4	ALL	2545	GT_1022	247	153	0	1	1	1	1	1	0	1968948	1968948	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29477	EC_L3	10	2545	GT_1022	11	7	1	1	1	1	1	1	0	1969021	1969021	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29477	EC_L3	25	2545	GT_1022	31	16	1	1	1	1	1	1	0	1969021	1969021	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29477	EC_L3	50	2545	GT_1022	71	33	1	1	1	1	1	1	0	1969021	1969021	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29477	EC_L3	ALL	2545	GT_1022	220	79	1	1	1	1	1	1	0	1969021	1969021	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P29477	EC_L4	10	2545	GT_1022	11	8	0	1	1	1	1	1	0	1969021	1969021	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29477	EC_L4	25	2545	GT_1022	31	19	0	1	1	1	1	1	0	1969021	1969021	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29477	EC_L4	50	2545	GT_1022	71	38	0	1	1	1	1	1	0	1969021	1969021	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P29477	EC_L4	ALL	2545	GT_1022	220	154	0	1	1	1	1	1	0	1969021	1969021	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P30002	EC_L3	10	3534	GT_1022	12	4	1	1	1	2	1	2	1	1970249	1970249	3.4.19	3.4.19	0	0	1	1	0	0	0	0	0
P30002	EC_L3	25	3534	GT_1022	38	15	1	1	1	2	1	2	1	1970249	1970249	3.4.19	3.4.19	0	0	1	1	0	0	0	0	0
P30002	EC_L3	50	3534	GT_1022	74	29	1	1	1	2	1	2	1	1970249	1970249	3.4.19	3.4.19	0	0	1	1	0	0	0	0	0
P30002	EC_L3	ALL	3534	GT_1022	76	30	1	1	1	2	1	2	1	1970249	1970249	3.4.19	3.4.19	0	0	1	1	0	0	0	0	0
P30002	EC_L4	10	3534	GT_1022	12	4	1	1	1	2	1	2	1	1970249	1970249	3.4.19.12	3.4.19.12	0	0	1	1	0	0	0	0	0
P30002	EC_L4	25	3534	GT_1022	38	20	1	1	1	2	1	2	1	1970249	1970249	3.4.19.12	3.4.19.12	0	0	1	1	0	0	0	0	0
P30002	EC_L4	50	3534	GT_1022	74	44	1	1	1	2	1	2	1	1970249	1970249	3.4.19.12	3.4.19.12	0	0	1	1	0	0	0	0	0
P30002	EC_L4	ALL	3534	GT_1022	76	46	1	1	1	2	1	2	1	1970249	1970249	3.4.19.12	3.4.19.12	0	0	1	1	0	0	0	0	0
P30760	EC_L3	10	185	GT_1022	10	2	1	1	1	1	1	1	0	1972170	1972170	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P30760	EC_L3	25	185	GT_1022	25	9	1	1	1	1	1	1	0	1972170	1972170	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P30760	EC_L3	50	185	GT_1022	52	22	1	1	1	1	1	1	0	1972170	1972170	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P30760	EC_L3	ALL	185	GT_1022	257	80	1	1	1	1	1	1	0	1972170	1972170	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P30760	EC_L4	10	185	GT_1022	10	2	1	1	1	5	1	5	1	1972106	1972086	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P30760	EC_L4	25	185	GT_1022	25	9	1	1	1	5	1	5	1	1972106	1972086	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P30760	EC_L4	50	185	GT_1022	52	24	1	1	1	5	1	5	1	1972106	1972086	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P30760	EC_L4	ALL	185	GT_1022	257	153	1	1	1	5	1	5	1	1972106	1972086	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P35228	EC_L3	10	2545	GT_1022	12	7	1	1	1	1	1	1	0	1981137	1981137	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P35228	EC_L3	25	2545	GT_1022	30	17	1	1	1	1	1	1	0	1981137	1981137	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P35228	EC_L3	50	2545	GT_1022	70	31	1	1	1	1	1	1	0	1981137	1981137	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P35228	EC_L3	ALL	2545	GT_1022	229	80	1	1	1	1	1	1	0	1981137	1981137	1.6.2	1.6.2	0	0	0	0	0	0	0	0	0
P35228	EC_L4	10	2545	GT_1022	12	8	0	1	1	1	1	1	0	1981137	1981137	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P35228	EC_L4	25	2545	GT_1022	30	20	0	1	1	1	1	1	0	1981137	1981137	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P35228	EC_L4	50	2545	GT_1022	70	40	0	1	1	1	1	1	0	1981137	1981137	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P35228	EC_L4	ALL	2545	GT_1022	229	160	0	1	1	1	1	1	0	1981137	1981137	1.6.2.4	1.6.2.4	0	0	0	0	0	0	0	0	0
P36440	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	1984608	1984608	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P36440	EC_L3	25	185	GT_1022	28	12	1	1	1	1	1	1	0	1984608	1984608	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P36440	EC_L3	50	185	GT_1022	65	31	1	1	1	1	1	1	0	1984608	1984608	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P36440	EC_L3	ALL	185	GT_1022	299	83	1	1	1	1	1	1	0	1984608	1984608	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P36440	EC_L4	10	185	GT_1022	10	1	1	1	1	2	1	2	1	1984607	1984484	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P36440	EC_L4	25	185	GT_1022	28	13	1	1	1	3	1	3	1	1984607	1984484	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P36440	EC_L4	50	185	GT_1022	65	40	1	1	1	3	1	3	1	1984607	1984484	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P36440	EC_L4	ALL	185	GT_1022	299	180	1	1	1	3	1	3	1	1984607	1984484	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P37870	EC_L3	10	185	GT_1022	10	2	1	1	1	1	1	1	0	1989026	1989026	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P37870	EC_L3	25	185	GT_1022	27	7	1	1	1	1	1	1	0	1989026	1989026	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P37870	EC_L3	50	185	GT_1022	60	26	1	1	1	1	1	1	0	1989026	1989026	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P37870	EC_L3	ALL	185	GT_1022	175	59	1	1	1	1	1	1	0	1989026	1989026	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P37870	EC_L4	10	185	GT_1022	10	2	1	1	1	1	1	1	0	1988974	1988974	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P37870	EC_L4	25	185	GT_1022	27	9	1	1	1	1	1	1	0	1988974	1988974	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P37870	EC_L4	50	185	GT_1022	60	34	1	1	1	1	1	1	0	1988974	1988974	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P37870	EC_L4	ALL	185	GT_1022	175	111	1	1	1	1	1	1	0	1988974	1988974	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P40407	EC_L3	10	174387	LE_1022	16	12	0	1	1	1	1	1	0	1996075	1996075	6.5.1	6.5.1	0	0	0	0	0	0	0	0	0
P40407	EC_L3	25	174387	LE_1022	37	20	0	1	1	1	1	1	0	1995972	1995972	2.1.1	2.1.1	0	0	0	0	0	0	0	0	0
P40407	EC_L3	50	174387	LE_1022	71	35	0	1	1	2	1	2	1	1995972	1995972	2.1.1	2.1.1	0	0	0	0	0	0	0	0	0
P40407	EC_L3	ALL	174387	LE_1022	288	80	1	1	1	2	1	2	1	1995972	1995972	2.1.1	2.1.1	0	0	0	0	0	0	0	0	0
P40407	EC_L4	10	174387	LE_1022	16	15	0	1	1	1	1	1	0	1996082	1996082	2.7.7.48	2.7.7.48	0	0	0	0	0	0	0	0	0
P40407	EC_L4	25	174387	LE_1022	37	30	0	1	1	1	1	1	0	1996123	1996123	2.7.7.6	2.7.7.6	0	0	0	0	0	0	0	0	0
P40407	EC_L4	50	174387	LE_1022	71	54	0	1	1	1	1	1	0	1996058	1996058	2.7.7.6	2.7.7.6	0	0	0	0	0	0	0	0	0
P40407	EC_L4	ALL	174387	LE_1022	288	191	0	1	1	2	2	2	1	1996006	1996006	1.18.1.2	1.18.1.2	0	0	0	0	0	0	0	0	0
P40976	EC_L3	10	74718	GT_1022	13	5	1	1	1	4	1	3	1	1997921	1997803	6.2.1	6.2.1	1	0	0	0	0	0	0	0	0
P40976	EC_L3	25	74718	GT_1022	33	6	1	1	1	14	2	13	1	1997835	1997788	2.3.1	6.2.1	1	1	0	0	0	0	0	0	0
P40976	EC_L3	50	74718	GT_1022	72	14	1	1	1	19	3	18	1	1997835	1997785	2.3.1	6.4.1	1	1	0	0	0	0	0	0	0
P40976	EC_L3	ALL	74718	GT_1022	152	51	1	1	1	19	3	18	1	1997835	1997785	2.3.1	6.4.1	1	1	0	0	0	0	0	0	0
P40976	EC_L4	10	74718	GT_1022	13	10	0	1	1	1	1	1	0	1997920	1997920	6.2.1.67	6.2.1.67	0	0	0	0	0	0	0	0	0
P40976	EC_L4	25	74718	GT_1022	33	22	0	1	1	1	1	1	0	1997835	1997835	2.3.1.329	2.3.1.329	0	0	0	0	0	0	0	0	0
P40976	EC_L4	50	74718	GT_1022	72	43	0	1	1	1	1	1	0	1997835	1997835	2.3.1.329	2.3.1.329	0	0	0	0	0	0	0	0	0
P40976	EC_L4	ALL	74718	GT_1022	152	105	0	1	1	1	1	1	0	1997835	1997835	2.3.1.329	2.3.1.329	0	0	0	0	0	0	0	0	0
P41184	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	1998266	1998266	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P41184	EC_L3	25	185	GT_1022	30	10	1	1	1	1	1	1	0	1998266	1998266	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P41184	EC_L3	50	185	GT_1022	64	28	1	1	1	1	1	1	0	1998266	1998266	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P41184	EC_L3	ALL	185	GT_1022	122	46	1	1	1	1	1	1	0	1998266	1998266	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P41184	EC_L4	10	185	GT_1022	10	1	1	1	1	2	1	2	1	1998207	1998207	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P41184	EC_L4	25	185	GT_1022	30	13	1	1	1	2	1	2	1	1998207	1998207	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P41184	EC_L4	50	185	GT_1022	64	40	1	1	1	2	1	2	1	1998207	1998207	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P41184	EC_L4	ALL	185	GT_1022	122	78	1	1	1	2	1	2	1	1998207	1998207	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P41607	EC_L3	10	185	GT_1022	10	1	1	1	1	2	1	2	1	1998658	1998658	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P41607	EC_L3	25	185	GT_1022	27	11	1	1	1	2	1	2	1	1998658	1998658	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P41607	EC_L3	50	185	GT_1022	60	29	1	1	1	2	1	2	1	1998658	1998658	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P41607	EC_L3	ALL	185	GT_1022	240	73	1	1	1	2	1	2	1	1998658	1998658	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P41607	EC_L4	10	185	GT_1022	10	1	1	1	1	1	1	1	0	1998637	1998637	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P41607	EC_L4	25	185	GT_1022	27	11	1	1	1	1	1	1	0	1998637	1998637	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P41607	EC_L4	50	185	GT_1022	60	38	1	1	1	1	1	1	0	1998637	1998637	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P41607	EC_L4	ALL	185	GT_1022	240	154	1	1	1	1	1	1	0	1998637	1998637	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P43738	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	2005476	2005476	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P43738	EC_L3	25	185	GT_1022	30	14	1	1	1	1	1	1	0	2005476	2005476	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P43738	EC_L3	50	185	GT_1022	60	32	1	1	1	1	1	1	0	2005476	2005476	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P43738	EC_L3	ALL	185	GT_1022	112	52	1	1	1	1	1	1	0	2005476	2005476	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P43738	EC_L4	10	185	GT_1022	10	1	1	1	1	3	1	3	1	2005478	2005404	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P43738	EC_L4	25	185	GT_1022	30	15	1	1	1	3	1	3	1	2005478	2005404	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P43738	EC_L4	50	185	GT_1022	60	40	1	1	1	3	1	3	1	2005478	2005404	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P43738	EC_L4	ALL	185	GT_1022	112	79	1	1	1	3	1	3	1	2005478	2005404	2.7.7.6	2.7.7.6	1	0	1	1	0	0	0	0	0
P45951	EC_L3	10	33275	LE_1022	11	3	1	1	1	1	1	1	0	2010343	2010343	3.1.11	3.1.11	0	0	1	1	0	0	0	0	0
P45951	EC_L3	25	33275	LE_1022	36	12	1	1	1	1	1	1	0	2010343	2010343	3.1.11	3.1.11	0	0	1	1	0	0	0	0	0
P45951	EC_L3	50	33275	LE_1022	66	25	1	1	1	1	1	1	0	2010343	2010343	3.1.11	3.1.11	0	0	1	1	0	0	0	0	0
P45951	EC_L3	ALL	33275	LE_1022	228	66	1	1	1	1	1	1	0	2010343	2010343	3.1.11	3.1.11	0	0	1	1	0	0	0	0	0
P45951	EC_L4	10	33275	LE_1022	11	4	1	1	1	1	1	1	0	2010343	2010343	3.1.11.2	3.1.11.2	0	0	1	1	0	0	0	0	0
P45951	EC_L4	25	33275	LE_1022	36	15	1	1	1	1	1	1	0	2010343	2010343	3.1.11.2	3.1.11.2	0	0	1	1	0	0	0	0	0
P45951	EC_L4	50	33275	LE_1022	66	37	1	1	1	1	1	1	0	2010343	2010343	3.1.11.2	3.1.11.2	0	0	1	1	0	0	0	0	0
P45951	EC_L4	ALL	33275	LE_1022	228	151	1	1	1	1	1	1	0	2010343	2010343	3.1.11.2	3.1.11.2	0	0	1	1	0	0	0	0	0
P46219	EC_L3	10	335	LE_1022	13	7	0	1	1	1	1	1	0	2011837	2011837	2.7.1	2.7.1	0	0	0	0	0	0	0	0	0
P46219	EC_L3	25	335	LE_1022	33	18	0	1	1	1	1	1	0	2011837	2011837	2.7.1	2.7.1	0	0	0	0	0	0	0	0	0
P46219	EC_L3	50	335	LE_1022	65	30	0	1	1	1	1	1	0	2011837	2011837	2.7.1	2.7.1	0	0	0	0	0	0	0	0	0
P46219	EC_L3	ALL	335	LE_1022	253	83	0	1	1	1	1	1	0	2011837	2011837	2.7.1	2.7.1	0	0	0	0	0	0	0	0	0
P46219	EC_L4	10	335	LE_1022	13	8	0	1	1	1	1	1	0	2011837	2011837	2.7.1.150	2.7.1.150	0	0	0	0	0	0	0	0	0
P46219	EC_L4	25	335	LE_1022	33	24	0	1	1	1	1	1	0	2011837	2011837	2.7.1.150	2.7.1.150	0	0	0	0	0	0	0	0	0
P46219	EC_L4	50	335	LE_1022	65	47	0	1	1	1	1	1	0	2011837	2011837	2.7.1.150	2.7.1.150	0	0	0	0	0	0	0	0	0
P46219	EC_L4	ALL	335	LE_1022	253	174	0	1	1	1	1	1	0	2011787	2011787	2.7.7.6	2.7.7.6	0	0	0	0	0	0	0	0	0
P47583	EC_L3	10	185	GT_1022	10	2	1	1	1	1	1	1	0	2016329	2016329	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P47583	EC_L3	25	185	GT_1022	28	13	1	1	1	1	1	1	0	2016329	2016329	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P47583	EC_L3	50	185	GT_1022	58	30	1	1	1	1	1	1	0	2016329	2016329	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P47583	EC_L3	ALL	185	GT_1022	246	85	1	1	1	1	1	1	0	2016329	2016329	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P47583	EC_L4	10	185	GT_1022	10	2	1	1	1	2	1	2	1	2016262	2016262	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P47583	EC_L4	25	185	GT_1022	28	15	1	1	1	2	1	2	1	2016262	2016262	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P47583	EC_L4	50	185	GT_1022	58	38	1	1	1	2	1	2	1	2016262	2016262	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P47583	EC_L4	ALL	185	GT_1022	246	158	1	1	1	2	1	2	1	2016262	2016262	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P47715	EC_L3	10	185	GT_1022	10	1	1	1	1	1	1	1	0	2017687	2017687	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P47715	EC_L3	25	185	GT_1022	27	12	1	1	1	1	1	1	0	2017687	2017687	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P47715	EC_L3	50	185	GT_1022	55	28	1	1	1	1	1	1	0	2017687	2017687	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P47715	EC_L3	ALL	185	GT_1022	245	87	1	1	1	1	1	1	0	2017687	2017687	2.7.7	2.7.7	0	0	1	1	0	0	0	0	0
P47715	EC_L4	10	185	GT_1022	10	1	1	1	1	2	1	2	1	2017690	2017690	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P47715	EC_L4	25	185	GT_1022	27	13	1	1	1	2	1	2	1	2017690	2017690	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P47715	EC_L4	50	185	GT_1022	55	32	1	1	1	2	1	2	1	2017690	2017690	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P47715	EC_L4	ALL	185	GT_1022	245	143	1	1	1	2	1	2	1	2017690	2017690	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
P47767	EC_L3	10	185	GT_1022	10	1	1	1	1	2	1	2	1	2017954	2017872	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
P47767	EC_L3	25	185	GT_1022	25	10	1	1	1	2	1	2	1	2017954	2017872	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
P47767	EC_L3	50	185	GT_1022	62	28	1	1	1	2	1	2	1	2017954	2017872	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
P47767	EC_L3	ALL	185	GT_1022	302	77	1	1	1	2	1	2	1	2017954	2017872	2.7.7	2.7.7	1	0	1	1	0	0	0	0	0
P47767	EC_L4	10	185	GT_1022	10	1	1	1	1	1	1	1	0	2017842	2017842	2.7.7.6	2.7.7.6	0	0	1	1	0	0	0	0	0
