match_id	high_pair_set	high_query_protein_id	high_reference_protein_id	high_reference_activity_id	low_query_protein_id	low_reference_protein_id	low_reference_activity_id	high_local_score	low_local_score	high_global_propensity	low_global_propensity	sequence_identity_gap	esm2_similarity_gap	high_EC_L3	low_EC_L3	high_EC_L4	low_EC_L4	high_EXACT_RHEA	low_EXACT_RHEA
201	population	Q07VA9	F2RB80	F2RB80::RAW::RHEA-COMP:15237::1	P85207	P0DXB2	P0DXB2::RAW::RHEA:78815::1	0.9099038540460114	0.42931071391854536	0.5275301719674674	0.5163939286570286	0.013999998569488525	0.0009583830833435059	0	0	0	0	0	0
202	population	Q63880	Q7M370	Q7M370::RAW::RHEA:12044::1	Q9KCA9	I0AIT9	I0AIT9::RAW::RHEA-COMP:11881::1	0.9574044317834908	0.4782843425614285	0.5289318493127925	0.5166859480602791	0.03999999165534973	0.02715545892715454	1	0	0	0	0	0
203	population	A4VNJ1	I0AIT9	I0AIT9::RAW::RHEA-COMP:11881::1	Q73BQ6	I0AIT9	I0AIT9::RAW::RHEA-COMP:11881::1	0.8805420493670538	0.4274977957641687	0.5325257903888567	0.5186550232687469	0.034999996423721313	0.029201090335845947	0	0	0	0	0	0
204	population	B9DPK2	Q0P9C5	Q0P9C5::RAW::RHEA:34519::1	A0A1L3THR9	G4YEI5	G4YEI5::RAW::RHEA:11112::1	0.9116638014809444	0.39913341479423714	0.5486242716846714	0.51936257395667	0.034999996423721313	0.011155426502227783	0	0	0	0	0	0
205	population	Q6FPI4	Q5SWK7	Q5SWK7::RAW::2.3.2.27::1	A4G4G1	Q38882	Q38882::RAW::RHEA:14445::1	0.9647460430860519	0.49533265150892436	0.5582636815611687	0.5233400830584767	0.11699998378753662	0.0067119598388671875	1	0	1	0	0	0
206	population	B1X929	Q8EG04	Q8EG04::RAW::RHEA:19669::1	Q5F7J0	H9JW43	H9JW43::RAW::RHEA-COMP:9593::1	0.8848566426298557	0.33496915387610593	0.565115961894569	0.5238292915330544	0.07899999618530273	0.03130835294723511	0	0	0	0	0	0
207	population	P32434	P76077	P76077::RAW::RHEA:32171::1	B7M4M9	O29482	O29482::RAW::RHEA-COMP:9706::1	0.9139501101886615	0.4802850036926213	0.5704920573088615	0.5701175708784223	0.13899999856948853	0.02651238441467285	0	1	0	0	0	0
208	population	B2K7Z2	P0DUB8	P0DUB8::RAW::RHEA:12044::1	B7NW30	P11653	P11653::RAW::RHEA:22888::1	0.9629440824775135	0.43951571739430734	0.5722507336354197	0.5734863324267022	0.06999999284744263	0.012046754360198975	0	0	0	0	0	0
209	population	Q0IAL0	Q00456	Q00456::RAW::RHEA:41380::1	P96463	Q8WVQ1	Q8WVQ1::RAW::RHEA:36799::1	0.8869579210877419	0.4094443437004206	0.5780175717665218	0.5749794181893899	0.09599998593330383	0.04854786396026611	1	0	0	0	0	0
210	population	Q5E3F0	P77781	P77781::RAW::RHEA:26309::1	A8F0C4	Q1EMV2	Q1EMV2::RAW::RHEA:28542::1	0.8199001861115297	0.3327991357073188	0.5884325695933741	0.5813759203122518	0.03999999165534973	0.03399097919464111	0	0	0	0	0	0
211	population	Q51725	Q9FD71	Q9FD71::RAW::RHEA:10188::1	A4W3M3	Q04416	Q04416::RAW::RHEA:11948::1	0.9424325908515968	0.38047471556525964	0.5895761418736637	0.5852302143865922	0.04900002479553223	0.028328299522399902	0	0	0	0	0	0
212	population	P96578	Q8N371	Q8N371::RAW::RHEA-COMP:10532::1	A9VFE2	Q1GNW5	Q1GNW5::RAW::RHEA:45740::1	0.9307839973519246	0.3773381482100203	0.5930181487707161	0.5914605476164381	0.029000014066696167	0.09482038021087646	0	0	0	0	0	0
213	population	Q814Y7	Q04416	Q04416::RAW::RHEA:11948::1	O67314	Q48485	Q48485::RAW::RHEA:24132::1	0.9306158706163749	0.410158473742651	0.5939857960555078	0.5915012931914734	0.07600000500679016	0.010841190814971924	0	0	0	0	0	0
214	population	Q3UWM4	P45850	P45850::RAW::RHEA:21880::1	A9MW31	O29482	O29482::RAW::RHEA-COMP:9706::1	0.9517181419900486	0.4796736487852675	0.5984659192783677	0.5977228325585431	0.14500001072883606	0.06308835744857788	0	1	0	0	0	0
215	population	C0Q7V6	P0AF24	P0AF24::RAW::RHEA:12484::1	A1K1F6	P00883	P00883::RAW::RHEA:14729::1	0.8124710254955526	0.3514458152155081	0.6008802123667628	0.5992024351879516	0.050000011920928955	0.004088282585144043	0	0	0	0	0	0
216	population	B2RHP0	Q72LF3	Q72LF3::RAW::RHEA-COMP:10167::1	B6I2X6	Q93NG6	Q93NG6::RAW::RHEA:34167::1	0.8214923530448597	0.38049474948396284	0.6032264702768141	0.599938712360206	0.017000019550323486	0.006806671619415283	1	0	0	0	0	0
217	population	Q2SDQ1	O52063	O52063::RAW::RHEA:23608::1	Q9UYK5	P9WQB1	P9WQB1::RAW::RHEA:18405::1	0.9367289712616041	0.37550513709011746	0.6064295647242213	0.6015819479429861	0.0	0.02627485990524292	0	0	0	0	0	0
218	population	C0NL63	H2K887	H2K887::RAW::RHEA:44184::1	B7ML76	P61615	P61615::RAW::RHEA:23284::1	0.9143456921071718	0.4864574478680709	0.606652899900733	0.6023620939245313	0.09300000965595245	0.02051258087158203	1	0	0	0	0	0
219	population	Q1R5M2	Q9Y570	Q9Y570::RAW::RHEA-COMP:12134::1	G0SB20	Q48485	Q48485::RAW::RHEA:24132::1	0.967157586167256	0.42490944406598696	0.6087961364867919	0.6029646415525037	0.11599999666213989	0.08802121877670288	1	0	0	0	0	0
220	population	Q494E8	Q88QT2	Q88QT2::RAW::RHEA:53716::1	Q3BRL7	P25053	P25053::RAW::RHEA:31459::1	0.9508970160451201	0.4761125936995817	0.6094069792555309	0.6070795455282498	0.06599999964237213	0.027544021606445312	1	0	0	0	0	0
221	population	Q18953	O29689	O29689::RAW::RHEA-COMP:14737::1	A1A8J2	O29482	O29482::RAW::RHEA-COMP:9706::1	0.8425148646488335	0.4802847603069884	0.6108540928795688	0.6071216265653256	0.030000001192092896	0.020875215530395508	0	1	0	0	0	0
222	population	B6QCA7	H2K887	H2K887::RAW::RHEA:44184::1	B2SVN5	P25053	P25053::RAW::RHEA:31459::1	0.9163259490291069	0.47959525520524016	0.611804019828154	0.6120386026562102	0.1469999998807907	0.014801621437072754	1	0	0	0	0	0
223	population	Q6C423	P27431	P27431::RAW::RHEA-COMP:10074::1	Q03M48	Q04416	Q04416::RAW::RHEA:11948::1	0.9353738567304044	0.38445766525677383	0.6118583622798037	0.6122507723386058	0.030999988317489624	0.0007585287094116211	1	0	0	0	0	0
224	population	A4SNA7	P37821	P37821::RAW::RHEA:21744::1	P32643	G8T6H8	G8T6H8::RAW::RHEA:17877::1	0.8544380962538223	0.40243663092454274	0.6164206748001977	0.6123446926994444	0.09600001573562622	0.051152825355529785	0	1	0	0	0	0
225	population	B2UW70	O52063	O52063::RAW::RHEA:23608::1	Q5WL77	Q9I0N5	Q9I0N5::RAW::RHEA:53776::1	0.938641632779264	0.4521470474079251	0.6170827156144454	0.6200235665060149	0.062000006437301636	0.008414804935455322	0	0	0	0	0	0
226	population	Q00298	P0DUB8	P0DUB8::RAW::RHEA:12044::1	B0RR86	P25053	P25053::RAW::RHEA:31459::1	0.9582713403392072	0.4278026188019539	0.6173782665627647	0.6257693973925498	0.06699998676776886	0.028748512268066406	1	0	0	0	0	0
227	population	Q8NJQ5	G4FEF4	G4FEF4::RAW::3.2.1.22::1	Q920L2	Q54530	Q54530::RAW::RHEA:37835::1	0.9313760151465734	0.42160241181651753	0.6211018128158936	0.6263202294473611	0.014999985694885254	0.007184803485870361	1	0	0	0	0	0
228	population	A9M9H3	Q13630	Q13630::RAW::RHEA:18885::1	A7ZQZ8	P11653	P11653::RAW::RHEA:22888::1	0.9070352314660947	0.43686967937231796	0.6242101598041352	0.6280933086324878	0.08700001239776611	0.06158852577209473	0	0	0	0	0	0
229	population	A5F0H9	P45850	P45850::RAW::RHEA:21880::1	B9MN52	Q6BF16	Q6BF16::RAW::RHEA:24464::1	0.8880468285581359	0.43630415921409926	0.6247773396185087	0.6284404937654821	0.0429999977350235	0.0006940960884094238	0	0	0	0	0	0
230	population	Q5WGT4	Q0WP12	Q0WP12::RAW::RHEA:28014::1	B0S0W3	O29482	O29482::RAW::RHEA-COMP:9706::1	0.8720602927108606	0.42397908724489664	0.6253064874091412	0.6284537397461564	0.02199999988079071	0.027427494525909424	1	1	0	0	0	0
231	population	P94584	Q04416	Q04416::RAW::RHEA:11948::1	B1XBK9	P61615	P61615::RAW::RHEA:23284::1	0.9215622426798711	0.4885409676521837	0.6256724764606373	0.6310549692557603	0.0009999871253967285	0.003526151180267334	0	0	0	0	0	0
232	population	E1W218	Q58952	Q58952::RAW::RHEA-COMP:10164::1	Q8R7T3	O29482	O29482::RAW::RHEA-COMP:9706::1	0.8340702007214228	0.47429844610789573	0.6280984940256163	0.6344553806657529	0.08700001239776611	0.07993650436401367	0	1	0	0	0	0
233	population	P48641	O67931	O67931::RAW::RHEA-COMP:19475::1	Q129L2	O29482	O29482::RAW::RHEA-COMP:9706::1	0.9254293628036976	0.47134544984215776	0.6291055302752648	0.6379494941609398	0.028999999165534973	0.009334444999694824	0	1	0	0	0	0
234	population	Q5PLY8	Q9Y570	Q9Y570::RAW::RHEA-COMP:12134::1	C4ZTV3	P61615	P61615::RAW::RHEA:23284::1	0.9677186074356238	0.4885405417273262	0.6297471483035747	0.6423640733006104	0.01600000262260437	0.06985116004943848	1	0	0	0	0	0
235	population	Q5QZL0	P16692	P16692::RAW::RHEA:34795::1	P58855	P9WQB1	P9WQB1::RAW::RHEA:18405::1	0.9212834845626293	0.4321979091540252	0.6345140262208177	0.6441775345925416	0.07400000095367432	0.0003147721290588379	0	0	0	0	0	0
236	population	B0BTR9	P16692	P16692::RAW::RHEA:34795::1	P83589	Q48485	Q48485::RAW::RHEA:24132::1	0.9146575764680434	0.4253711763988523	0.6379777634934375	0.6474958156317695	0.07199999690055847	0.0158841609954834	0	0	0	0	0	0
237	population	A1RK78	P16692	P16692::RAW::RHEA:34795::1	Q1IKB2	Q9I4V0	Q9I4V0::RAW::RHEA:46160::1	0.9213776989661232	0.42362664764126146	0.6410590309009377	0.6492550776282174	0.12800002098083496	0.023761451244354248	0	0	0	0	0	0
238	population	B0V5E6	Q8Z5I4	Q8Z5I4::RAW::RHEA:18213::1	A6VPE0	P61615	P61615::RAW::RHEA:23284::1	0.940285358329614	0.3979303792995565	0.6430029411218021	0.6515746022197693	0.03100001811981201	0.004378199577331543	1	0	0	0	0	0
239	population	Q9M022	Q96T88	Q96T88::RAW::2.3.2.27::1	Q04SB0	O29482	O29482::RAW::RHEA-COMP:9706::1	0.8550741039039124	0.41884063663227217	0.6444126168532052	0.6568227968748913	0.010999977588653564	0.004276275634765625	1	1	1	0	0	0
240	population	Q7N4Y7	Q9P903	Q9P903::RAW::RHEA:16121::1	Q6N8A7	O29482	O29482::RAW::RHEA-COMP:9706::1	0.8923345687890462	0.4882304120867971	0.6462010090646724	0.6611597590269568	0.012999996542930603	0.00478595495223999	0	1	0	0	0	0
241	population	Q02TB1	A0A0F5HNH9	A0A0F5HNH9::RAW::RHEA:11148::1	B6J3P6	O07431	O07431::RAW::RHEA:17877::1	0.944907683879137	0.36937710382044314	0.5974909045677732	0.5729693238688282	0.07999999821186066	0.06831330060958862	0	1	0	0	0	0
242	population	Q731Q9	Q5LW89	Q5LW89::RAW::RHEA:19965::1	Q5X741	P0AC11	P0AC11::RAW::RHEA:19949::1	0.8978659827007442	0.3865109892562032	0.6042995341297076	0.585833473969752	0.009000003337860107	0.05010724067687988	0	0	0	0	0	0
243	population	A1TZ35	Q5LW89	Q5LW89::RAW::RHEA:19965::1	Q81NT0	C0HMD9	C0HMD9::RAW::RHEA:19949::1	0.8543907978380911	0.3840847622716066	0.6201948992948825	0.5932644666462031	0.006000012159347534	0.017024219036102295	0	0	0	0	0	0
244	population	Q4FP49	F2RB80	F2RB80::RAW::RHEA-COMP:15237::1	A4WLS7	G7IFI7	G7IFI7::RAW::RHEA:15469::1	0.9086935069796883	0.49271320250745004	0.6229115589966306	0.6021913557969535	0.14000001549720764	0.10143011808395386	0	0	0	0	0	0
245	population	Q6P963	F2RB80	F2RB80::RAW::RHEA-COMP:15237::1	Q6A7G0	D2Z030	D2Z030::RAW::RHEA:36711::1	0.916127801794407	0.49504953134982366	0.6328286209793687	0.6170704390238907	0.09000000357627869	0.0030894875526428223	0	0	0	0	0	0
246	population	Q04WK1	Q5LW89	Q5LW89::RAW::RHEA:19965::1	P52758	P19080	P19080::RAW::RHEA:13897::1	0.8622133238479878	0.3926894155020515	0.6361516086563522	0.6178866862056636	0.020999997854232788	0.037234485149383545	0	0	0	0	0	0
247	population	O27509	P00903	P00903::RAW::RHEA:11672::1	Q42529	P21795	P21795::RAW::RHEA:16513::1	0.951827904002534	0.35800022545915383	0.6370947057924415	0.6226172698496704	0.06700000166893005	0.0186195969581604	0	0	0	0	0	0
248	population	Q5GXY0	Q8I5R7	Q8I5R7::RAW::RHEA-COMP:9700::1	Q73UJ3	Q56691	Q56691::RAW::RHEA:21624::1	0.9471197227636973	0.39453249336339724	0.5805108276861052	0.6576021757329095	0.07999999821186066	0.0015920400619506836	1	0	0	0	0	0
249	population	Q89AN4	P16692	P16692::RAW::RHEA:34795::1	B7M718	P37747	P37747::RAW::RHEA:24132::1	0.9214224972470542	0.40668733724776435	0.66420083124656	0.6641206342860124	0.03200000524520874	0.07680708169937134	0	0	0	0	0	0
250	population	B1WUT9	P16692	P16692::RAW::RHEA:34795::1	B7MIA0	P37747	P37747::RAW::RHEA:24132::1	0.9177410350510418	0.41088664838496375	0.665975669615268	0.6641216091815422	0.04499998688697815	0.0009784102439880371	0	0	0	0	0	0
251	population	Q1B872	Q9P903	Q9P903::RAW::RHEA:16121::1	A1AIE2	P37747	P37747::RAW::RHEA:24132::1	0.9345542337745428	0.41088664838496375	0.6708665644559005	0.6641218061299642	0.13199999928474426	0.002446889877319336	0	0	0	0	0	0
252	population	Q2J6X4	Q8Z5I4	Q8Z5I4::RAW::RHEA:18213::1	Q1R3U7	P37747	P37747::RAW::RHEA:24132::1	0.8197551079922253	0.41088664838496375	0.6718400114156621	0.6641230567511123	0.078000009059906	0.05508530139923096	1	0	0	0	0	0
253	population	B7HSV1	Q8Z5I4	Q8Z5I4::RAW::RHEA:18213::1	B1IVB6	P37747	P37747::RAW::RHEA:24132::1	0.94001386637489	0.41088664838496375	0.6729583652619375	0.6641255579865039	0.06000000238418579	0.04548215866088867	1	0	0	0	0	0
254	population	P34892	Q4JIM5	Q4JIM5::RAW::RHEA-COMP:10136::1	Q8FB93	P37747	P37747::RAW::RHEA:24132::1	0.9606372398634752	0.41088664838496375	0.6732851451462484	0.6641411166455712	0.13199999928474426	0.01738792657852173	1	0	0	0	1	0
255	population	A1A7Q3	P16692	P16692::RAW::RHEA:34795::1	P22390	Q9Y7D1	Q9Y7D1::RAW::RHEA-COMP:10260::1	0.9199011882277901	0.3650165516791829	0.6764409284074557	0.6689288258836391	0.013000011444091797	0.010367870330810547	0	0	0	0	0	0
256	population	Q9CBA8	P13255	P13255::RAW::RHEA:19937::1	P09624	O67931	O67931::RAW::RHEA-COMP:19475::1	0.819896403203408	0.4615889850812845	0.6771821274123417	0.6699724392319538	0.05300000309944153	0.12457257509231567	1	0	0	0	0	0
257	population	B7VHH1	Q9Y570	Q9Y570::RAW::RHEA-COMP:12134::1	Q1IXM5	O29482	O29482::RAW::RHEA-COMP:9706::1	0.9572165829439958	0.48862110527734914	0.6773066089350611	0.6749693051671483	0.018999993801116943	0.11706042289733887	1	1	0	0	0	0
258	population	Q8ECH7	C7AJA4	C7AJA4::RAW::RHEA-COMP:14527::1	O82663	Q54530	Q54530::RAW::RHEA:37835::1	0.8817281118925019	0.4144932606860119	0.6788825809241268	0.6762413218225738	0.13899999856948853	0.024227619171142578	1	0	0	0	0	0
259	population	O65976	Q9L4P2	Q9L4P2::RAW::RHEA:20401::1	B9KRV8	O29482	O29482::RAW::RHEA-COMP:9706::1	0.9427041585246722	0.4235877534345029	0.6802549496471832	0.6778670676266203	0.006999999284744263	0.021643757820129395	1	1	1	0	1	0
260	population	Q3KLN6	Q8Z5I4	Q8Z5I4::RAW::RHEA:18213::1	V9TS54	Q9RGX8	Q9RGX8::RAW::3.2.1.81::1	0.9423600755631923	0.415393378585577	0.6812100549106209	0.6785859186427797	0.1459999978542328	0.02078169584274292	1	1	0	0	0	0
261	population	A3QDD8	B4XMC6	B4XMC6::RAW::RHEA:15101::1	B2HQX9	O53512	O53512::RAW::RHEA:14717::1	0.8382255211472511	0.3860816272596518	0.6862308561964403	0.6855832531219039	0.06299999356269836	0.0008958578109741211	1	0	0	0	0	0
262	population	B1HNM7	Q8Z5I4	Q8Z5I4::RAW::RHEA:18213::1	B0JJL5	O29482	O29482::RAW::RHEA-COMP:9706::1	0.9459963090717792	0.404569043644837	0.6863747076599659	0.6929187995220005	0.006999999284744263	0.008200585842132568	1	1	0	0	0	0
263	population	Q7NPW5	Q04416	Q04416::RAW::RHEA:11948::1	Q65EG3	Q8GR64	Q8GR64::RAW::RHEA-COMP:11034::1	0.8993335472754179	0.47944227419793606	0.6934987179394375	0.7043642978640307	0.12600001692771912	0.007396578788757324	0	0	0	0	0	0
264	population	B0JUF7	Q8Z5I4	Q8Z5I4::RAW::RHEA:18213::1	B8F7R8	P25053	P25053::RAW::RHEA:31459::1	0.9479462986191114	0.36869082910319173	0.6955676646017489	0.7063796867111514	0.04799997806549072	0.014051854610443115	1	0	0	0	0	0
265	population	B1JR71	Q9P903	Q9P903::RAW::RHEA:16121::1	A6VZF8	P25053	P25053::RAW::RHEA:31459::1	0.9067993587905577	0.43490144195543096	0.6974907374046351	0.7064409440692261	0.058999985456466675	0.023995697498321533	0	0	0	0	0	0
266	population	B3PM68	Q72LF3	Q72LF3::RAW::RHEA-COMP:10167::1	C5CBV8	Q9ES89	Q9ES89::RAW::RHEA-COMP:12573::1	0.8197667024647578	0.476539743177238	0.698163630535609	0.707142555909963	0.06700000166893005	0.024035155773162842	1	1	0	0	0	0
267	population	P58652	P26276	P26276::RAW::RHEA:11140::1	P61076	F8G0P2	F8G0P2::RAW::RHEA-COMP:10350::1	0.8849012504021326	0.49745594317975794	0.7021616740769144	0.716051530708636	0.07400000095367432	0.07936322689056396	0	0	0	0	0	0
268	population	B5FAG4	Q58952	Q58952::RAW::RHEA-COMP:10164::1	A1U3P3	P56653	P56653::RAW::RHEA:11948::1	0.8323324223359426	0.3655469433094064	0.7050956216026947	0.7267576533900861	0.07199999690055847	0.046606361865997314	0	0	0	0	0	0
269	population	A0A0A7EQR3	Q93NG6	Q93NG6::RAW::RHEA:34167::1	F1N206	O67931	O67931::RAW::RHEA-COMP:19475::1	0.9370959095656872	0.38205325362436915	0.7054326137348967	0.7278947662658959	0.09700000286102295	0.00824052095413208	0	0	0	0	0	0
270	population	Q57606	Q86MV5	Q86MV5::RAW::RHEA-COMP:14527::1	Q8AAD8	P25053	P25053::RAW::RHEA:31459::1	0.825769477378991	0.45991211192061504	0.7077305292200821	0.7383085562416803	0.025000005960464478	0.05612921714782715	1	0	0	0	0	0
271	population	Q133L6	Q9P903	Q9P903::RAW::RHEA:16121::1	Q8DGC8	P9WQB1	P9WQB1::RAW::RHEA:18405::1	0.9263063557263391	0.46062222713938894	0.7085709573061385	0.744871451571989	0.05900001525878906	0.01225966215133667	0	0	0	0	0	0
272	population	A0KVN8	B4XMC6	B4XMC6::RAW::RHEA:15101::1	A6QGS5	P25053	P25053::RAW::RHEA:31459::1	0.8389545753598213	0.4053697043911568	0.7088481439646952	0.7456177713520051	0.05300001800060272	0.03170478343963623	1	0	0	0	0	0
273	population	Q1QX78	P0C278	P0C278::RAW::RHEA-COMP:10350::1	Q6DG22	P07824	P07824::RAW::RHEA:20569::1	0.8736716139196145	0.4103613874564568	0.709311819503289	0.755046296803873	0.08300000429153442	0.0014023184776306152	0	0	0	0	0	0
274	population	Q3ALY8	Q8Z5I4	Q8Z5I4::RAW::RHEA:18213::1	C5BB97	Q51366	Q51366::RAW::RHEA:23820::1	0.956141535192728	0.4295406905845517	0.7111577898585046	0.758512476205199	0.04200001060962677	0.015697479248046875	1	0	0	0	0	0
275	population	Q9VUW9	Q8WVZ1	Q8WVZ1::RAW::RHEA-COMP:10131::1	Q28LB1	P21795	P21795::RAW::RHEA:16513::1	0.9667626954615116	0.371997816723536	0.676096480151927	0.6892035175838472	0.009000003337860107	0.021705687046051025	1	0	1	0	1	0
276	population	P52664	Q9Y7D1	Q9Y7D1::RAW::RHEA-COMP:10260::1	Q57HN8	O07431	O07431::RAW::RHEA:17877::1	0.9168997524927059	0.41164802520402843	0.6893990140570159	0.7555653323062257	0.058999985456466675	0.021538376808166504	0	1	0	0	0	0
277	population	Q7U5Z8	F2RB80	F2RB80::RAW::RHEA-COMP:15237::1	B4TNX9	O07431	O07431::RAW::RHEA:17877::1	0.9183306416786005	0.4120089812443043	0.6894054826201043	0.7648020779673287	0.14800000190734863	0.0016508698463439941	0	1	0	0	0	0
278	population	A5VXM0	A0A0F5HNH9	A0A0F5HNH9::RAW::RHEA:11148::1	Q3KK58	P21795	P21795::RAW::RHEA:16513::1	0.9419803457955519	0.45477050143693176	0.7057675043723906	0.7702715985563375	0.06100001931190491	0.07459861040115356	0	0	0	0	0	0
279	population	Q9I341	Q5LW89	Q5LW89::RAW::RHEA:19965::1	B5RFM8	O07431	O07431::RAW::RHEA:17877::1	0.8588332197127434	0.41165211308924926	0.722107814784029	0.7880711035295905	0.05199998617172241	0.02490389347076416	0	1	0	0	0	0
280	population	B0SFU6	Q5LW89	Q5LW89::RAW::RHEA:19965::1	Q1R477	O07431	O07431::RAW::RHEA:17877::1	0.8912067200319889	0.41084064490028793	0.7257255458816939	0.7923037323280312	0.09199997782707214	0.010170161724090576	0	1	0	0	0	0
281	population	A7MK12	Q5LW89	Q5LW89::RAW::RHEA:19965::1	B1IW72	O07431	O07431::RAW::RHEA:17877::1	0.8611046641062086	0.41084241317141623	0.7284444854827501	0.792342653505711	0.08699998259544373	0.0237693190574646	0	1	0	0	0	0
282	population	B7IR88	P35520	P35520::RAW::RHEA:10112::1	O17397	P09788	P09788::RAW::RHEA-COMP:11034::1	0.873435835664471	0.4008885464484329	0.6953652625850391	0.7356795742387077	0.05799998342990875	0.022407054901123047	0	0	0	0	0	0
283	population	B7LUK6	Q9RV46	Q9RV46::RAW::RHEA:64988::1	A0AF79	A9CH28	A9CH28::RAW::RHEA:42360::1	0.8460683000584444	0.46900300662507655	0.6999580673455297	0.7626094088257496	0.08900000154972076	0.028985917568206787	1	0	0	0	0	0
284	population	Q6LWW5	P00903	P00903::RAW::RHEA:11672::1	Q9VYQ8	Q93008	Q93008::RAW::3.4.19.12::1	0.9109409495439164	0.4357183974546691	0.7218783554254077	0.722609116146273	0.003999993205070496	0.10280925035476685	0	1	0	1	0	0
285	population	Q492E9	Q9P903	Q9P903::RAW::RHEA:16121::1	Q7WGU9	Q51366	Q51366::RAW::RHEA:23820::1	0.933124579160529	0.46773911625439046	0.8005384551231772	0.8368231385233112	0.029000014066696167	0.005776643753051758	0	0	0	0	0	0
286	population	Q5MI53	Q5L3C1	Q5L3C1::RAW::RHEA:33495::1	Q81Z95	Q6BF16	Q6BF16::RAW::RHEA:24464::1	0.8133523128926754	0.42660803695519767	0.8010027613350691	0.8382932394667779	0.034999996423721313	0.015822649002075195	0	0	0	0	0	0
287	population	A1JI37	Q9AL95	Q9AL95::RAW::RHEA-COMP:10302::1	A0R981	Q6BF16	Q6BF16::RAW::RHEA:24464::1	0.8500020144432237	0.4248715375860532	0.8048353086530258	0.8616773845989882	0.12699998915195465	0.0056171417236328125	0	0	0	0	0	0
288	population	Q088H8	G8T6H8	G8T6H8::RAW::RHEA:17877::1	Q1IH21	P21795	P21795::RAW::RHEA:16513::1	0.815824218156437	0.38029621266538194	0.8051192760964411	0.8328691499963924	0.03600001335144043	0.0059896111488342285	1	0	0	0	0	0
289	population	Q0AE32	P52700	P52700::RAW::RHEA:20401::1	Q54WR8	E9P8D2	E9P8D2::RAW::RHEA:48232::1	0.94194433280919	0.4845320940638582	0.8015188124765086	0.8911033801003042	0.0260000079870224	0.037227094173431396	0	1	0	0	0	0
290	population	A1ADP3	Q2V0C9	Q2V0C9::RAW::RHEA:10112::1	Q8KLK7	Q93TU6	Q93TU6::RAW::RHEA:33415::1	0.9465882467726867	0.4060922904560963	0.8085933253512888	0.8960878328067743	0.009000003337860107	0.01439124345779419	0	0	0	0	0	0
291	population	B7M211	P52700	P52700::RAW::RHEA:20401::1	Q8ZPB6	P21340	P21340::RAW::RHEA-COMP:9766::1	0.9392169521396974	0.43972267831365264	0.8119550081768185	0.8968267894897022	0.0040000081062316895	0.023231804370880127	0	1	0	0	0	0
292	population	A2BQ40	P52700	P52700::RAW::RHEA:20401::1	Q28452	P25984	P25984::RAW::RHEA:21792::1	0.8376302503592017	0.4826573040803199	0.8163971228532239	0.8997056360121294	0.04900000989437103	0.06470483541488647	0	0	0	0	0	0
293	population	Q75TH5	Q2V0C9	Q2V0C9::RAW::RHEA:10112::1	Q216J6	P13255	P13255::RAW::RHEA:19937::1	0.9403551504429843	0.4295994724027622	0.8164195943349627	0.9051595466316799	0.012999996542930603	0.08812838792800903	0	1	0	0	0	0
294	population	Q7U7F9	P00903	P00903::RAW::RHEA:11672::1	Q60HC5	P9WJF1	P9WJF1::RAW::RHEA:33899::1	0.9073654258002838	0.4972312889274275	0.8027506263572525	0.880320771456242	0.007999986410140991	0.045373380184173584	0	0	0	0	0	0
295	population	P07788	Q70KY3	Q70KY3::RAW::RHEA:11276::1	Q6DF30	B9JK80	B9JK80::RAW::RHEA:57056::1	0.88693674416717	0.4590328913477678	0.937668049996097	0.9415793074232678	0.0260000079870224	0.05556356906890869	1	1	1	0	1	0
296	population	P78825	P32143	P32143::RAW::RHEA:40443::1	Q88FY5	Q1M7F4	Q1M7F4::RAW::RHEA:17525::1	0.8413144855253528	0.42145043735702836	0.9449112221535604	0.9657009216874012	0.031000003218650818	0.013402044773101807	1	1	0	0	0	0
297	population	P9WPJ7	P9WPJ9	P9WPJ9::RAW::RHEA:10748::1	O31440	O34926	O34926::RAW::RHEA-COMP:10000::1	0.8795291968576965	0.4317114720741908	0.9625936822754713	0.963441703256503	0.038000017404556274	0.011354565620422363	1	0	1	0	1	0
